id,datetime,location,text,rating,accessibility,facility,activity,word_count,text_clean
c78adaf9ea0443d7810aae6f5dd76834,2022-05-15 12:38:58,Sarae Hills,Mantap. Wow bisa keliling dunia hanya beberapa jam. Harga sepadan dengan yg dilihat. Lewati jembatan gantung bayar per orang 15k dan mendapat passport yg akan dicap di setiap negara.dan passport yg sudah dicap bisa ditukar/dapat potongan harga merchandise,5,1,1,2,38,mantap wow bisa keliling dunia hanya beberapa jam harga sepadan dengan yang dilihat lewati jembatan gantung bayar per orang 15k dan mendapat passport yang akan dicap di setiap negara dan passport yang sudah dicap bisa ditukar dapat potongan harga merchandise
374e87bc1d6844db97f11f3c32570773,2022-02-15 12:38:58,Sarae Hills,"Tiket masuk 50ribu/org, tp worted sih krn dpt minum plus bs foto di byk spot foto bagus tp untuk foto dijembatan merah bayar terpisah.. Kalo mau kesini lebih enak pas weekday, tmpt ga terlalu penuh, jd lbh leluasa buat selfie. Jgn khawatir hrs jalan jauh kebawah krn ada mobil yg antar dr atas sampe ke dpn pintu msk sarae hill..",5,1,1,2,60,tiket masuk 50ribu org tapi worted sih karena dapat minum plus bisa foto di banyak spot foto bagus tapi untuk foto dijembatan merah bayar terpisah kalo mau kesini lebih enak pas weekday tmpt tidak terlalu penuh jadi lebih leluasa buat selfie jgn khawatir hrs jalan jauh kebawah karena ada mobil yang antar dari atas sampe ke dpn pintu msk sarae hill
17423a206792423cb4e83b3607d22a08,2022-04-15 12:38:58,Sarae Hills,"Tempat Wisata baru di daerah punclut lembang bandung, tiket masuk Rp. 50.000 per orang sudah termasuk welcome drink, untuk naik dan berfoto di atas jembatan gantung perlu tambahan Rp. 15.000 lagi per orang. Ada menara eiffel, bangunan ala santorini, coloseum, patung liberty dan piramida mesir",4,1,1,1,45,tempat wisata baru di daerah punclut lembang bandung tiket masuk rp per orang sudah termasuk welcome drink untuk naik dan berfoto di atas jembatan gantung perlu tambahan rp lagi per orang ada menara eiffel bangunan ala santorini coloseum patung liberty dan piramida mesir
d0d9b20b37324624a7b32bf81e9e48ff,2022-05-15 12:38:58,Sarae Hills,"Tempat wisata keren, dekat dengan cafe2 fannibjek wisata lainnya. Tiket masuk Rp 50.000,- bisa ditukar minuman. Didalam juga tak perlu cape jalan ad shuttle yg akan membawa kita.",5,1,2,2,28,tempat wisata keren dekat dengan cafe2 fannibjek wisata lainnya tiket masuk rp bisa ditukar minuman didalam juga tak perlu cape jalan ad shuttle yang akan membawa kita
8520393752f1415f946987a5f11919c6,2022-04-15 12:38:58,Sarae Hills,"Spot foto banyak, ada wahana permainan anak juga , petugasnya ramah2 selalu menawarkan untuk di bantu di fotokan , tempat nya bagus , yang suka foto2 wajib datang kesini",5,1,1,2,29,spot foto banyak ada wahana permainan anak juga petugasnya ramah2 selalu menawarkan untuk di bantu di fotokan tempat nya bagus yang suka foto2 wajib datang kesini
1ff38833f27e4b69b9139ebea98095e7,2022-11-15 12:38:58,Sarae Hills,"Tempat ny lumayan, tiket 50rb..banyak spot foto nya..cafe juga ada.. Cuma waktu kesana panas banget tp bagus sih bs bebas berfoto dari pada ujan iya kan bayaran ny kulit jd pd gosong😂🤣",5,1,1,2,32,tempat ny lumayan tiket 50rb banyak spot foto nya cafe juga ada cuma waktu kesana panas banget tapi bagus sih bisa bebas berfoto dari pada ujan iya kan bayaran ny kulit jadi pd gosong
443642b5637347ba87f39ea9612b8a57,2022-04-15 12:38:58,Sarae Hills,"Tempatnya di kawasan wisata punclut, paling bawah. Capek banget kalo dari atas jalan kaki. Saran sih mobil antar jemputnya dari depan sudut pandang. Biar ga terlalu jauh jalan naik turunnya. Untuk HTM 50K kemahalan sih yg vouchernya cuma dituker sama minuman. Kesini siang² panas terik bgt cuma panggung yg teduh. Tp cakep sih buat foto² semua spot instagrammable.",4,1,1,2,58,tempatnya di kawasan wisata punclut paling bawah capek banget kalo dari atas jalan kaki saran sih mobil antar jemputnya dari depan sudut pandang biar tidak terlalu jauh jalan naik turunnya untuk htm 50k kemahalan sih yang vouchernya cuma dituker sama minuman kesini siang panas terik banget cuma panggung yang teduh tapi cakep sih buat foto semua spot instagrammable
9556eb0ac41f4bab9880d62f773cc4d6,2023-02-01 12:38:58,Sarae Hills,"Sarae Hill wisata keliling dunia dalam 1jam, ada beberapa ikon negara negara nun jauh disana seperti Roma, sphink mesir, New york, Menara Eiffel Paris, santorini Yunani,  castil dan jembatan gantung.
Sarae hill berada di lembah jadi anda akan di antar jemput dengan mobil wara wiri secara gratis.
Tidak boleh bawa makanan dari luar
Ada tempat parkir berlokasi di atas dan di bawah
Ticket masuk   50k,  65k   80k,
Tergantung wahana yg akan di kunjungi.
Buka tutup    09 - 19 wib",5,1,1,1,79,sarae hill wisata keliling dunia dalam 1jam ada beberapa ikon negara negara nun jauh disana seperti roma sphink mesir new york menara eiffel paris santorini yunani castil dan jembatan gantung sarae hill berada di lembah jadi anda akan di antar jemput dengan mobil wara wiri secara gratis tidak boleh bawa makanan dari luar ada tempat parkir berlokasi di atas dan di bawah ticket masuk 50k 65k 80k tergantung wahana yang akan di kunjungi buka tutup wib
e16aae2405cd4d17a6f37d10a87ddc70,2022-07-15 12:38:58,Sarae Hills,"Lumayan bagus....ada shelter utk menuju ke dalamnya, utk naik jembatan dikenakan biaya lagi sebesar 15K perorangnya",5,1,2,2,16,lumayan bagus ada shelter untuk menuju ke dalamnya untuk naik jembatan dikenakan biaya lagi sebesar 15k perorangnya
7712b2f3931644a48af312e68b583b34,2022-07-15 12:38:58,Sarae Hills,"Untuk lokasinya cukup mudah di cari dan tidak jauh dari pusat kota bandung kurang lebihnya 45 Menit (Kondisi Jalanan Lancar) | Untuk HTM : 50k/Org free minuman, dan tambahan wahana Golden Bridge : 15k/Org, | Untuk yang mau foto studio di WOW.Saraehills Untuk paket termurahnya 4 Orang dengan harga : 50k/10 Menit. | Lokasi sangat bersih terawat dengan baik, pelayanannya sangat ramah juga, jangan sungkan untuk minta bantuan ke tour guidenya (pekerja disana) | Untuk masuk ke sini kalian dilarang membawa makanan dari luar ya ! | Overall i like this place, and recommended.",5,2,2,2,94,untuk lokasinya cukup mudah di cari dan tidak jauh dari pusat kota bandung kurang lebihnya menit kondisi jalanan lancar untuk htm 50k org free minuman dan tambahan wahana golden bridge 15k org untuk yang mau foto studio di wow saraehills untuk paket termurahnya orang dengan harga 50k menit lokasi sangat bersih terawat dengan baik pelayanannya sangat ramah juga jangan sungkan untuk minta bantuan ke tour guidenya pekerja disana untuk masuk ke sini kalian dilarang membawa makanan dari luar ya overall i like this place and recommended
a1efd0d269394f70b3462f2b65052718,2022-08-15 12:38:58,Sarae Hills,"Tempat nya bagus banyak spot foto nya,ada mini zoo juga ( kelinci,domba,burung) harga tiket 50.000/orang tiket bisa di tuker minuman
Suka ada promo dari bank tertentu kemaren dari BRI beli 3 tiket gratis 1 👍",5,1,1,2,35,tempat nya bagus banyak spot foto nya ada mini zoo juga kelinci domba burung harga tiket orang tiket bisa di tuker minuman suka ada promo dari bank tertentu kemaren dari bri beli tiket gratis
019b64703e7f427dbd33a5782a132280,2022-10-15 12:38:59,Sarae Hills,"Harus kuat jalan karena dr parkir juga jalannya turun naik tangga .walaupun pulangnya disediakan shuttle bus tetapi ytk ke lokasi spot foto tetap harus berjalan. Dimulai dr menyusuri golden gate (jembatan gantung) lalu ada coloseum,danau teratai,santorini dll. Ada mushola tiket bs ditukar dgn minuman lemontea atau coklat",5,1,2,2,47,harus kuat jalan karena dari parkir juga jalannya turun naik tangga walaupun pulangnya disediakan shuttle bus tetapi ytk ke lokasi spot foto tetap harus berjalan dimulai dari menyusuri golden gate jembatan gantung lalu ada coloseum danau teratai santorini dll ada mushola tiket bisa ditukar dengan minuman lemontea atau coklat
6efead10504a4aa7b4dc09bc82af500b,2022-05-15 12:38:59,Sarae Hills,Keliling tempat fav di dunia dalam waktu singkat? Bisa! Disini ad banyak banget spot foto yang bagus. Tempatnya juga masih baru dan kayaknya masih dalam tahap pembangunan untuk lebih banyak spot fotonya. Harga tiket masuknya 50k (dapat lemon tea dari sana juga ) untuk spot fotonya gratis semua kecuali ada biaya tambahan untuk jembatan golden gate sekitar 15k kalau tidak salah. Bolehlah dicoba kesini kalau tidak ramai 😬 Petugasnya ramah” btw dan paling penting petugasnya rata” pada jago buat fotoin hahaha!,5,1,2,2,81,keliling tempat fav di dunia dalam waktu singkat bisa disini ad banyak banget spot foto yang bagus tempatnya juga masih baru dan kayaknya masih dalam tahap pembangunan untuk lebih banyak spot fotonya harga tiket masuknya 50k dapat lemon tea dari sana juga untuk spot fotonya gratis semua kecuali ada biaya tambahan untuk jembatan golden gate sekitar 15k kalau tidak salah bolehlah dicoba kesini kalau tidak ramai petugasnya ramah btw dan paling penting petugasnya rata pada jago buat fotoin hahaha
a31c64eb6d444161bc208891b3b51b7c,2022-12-15 12:38:59,Sarae Hills,"Tempatnya luas, spot2 fotonya bagus, kastilnya juga keren ala-ala game of thrones gitu, sepertinya bakalan ada spot baru lagi kelak, sebaiknya weekdays kalau mau kesini biar gak penuh",5,1,1,2,28,tempatnya luas spot2 fotonya bagus kastilnya juga keren ala ala game of thrones gitu sepertinya bakalan ada spot baru lagi kelak sebaiknya weekdays kalau mau kesini biar tidak penuh
6ca208f6821f452fbbbb32efde32f3ad,2022-06-15 12:38:59,Sarae Hills,"Destinasi wisata luar negeri yang dipaketkan disini (dari beberapa negara). Ada beberapa penambahan wisata baru (sedang dalam proses pembuatan). Jembatan gantung yang membentang, kalau didesain dari kaca, seperti di China pasti lebih keren lagi🤩🤩🤩",5,1,1,2,34,destinasi wisata luar negeri yang dipaketkan disini dari beberapa negara ada beberapa penambahan wisata baru sedang dalam proses pembuatan jembatan gantung yang membentang kalau didesain dari kaca seperti di china pasti lebih keren lagi
9d48925f16b8437fb0bf0fe9e90b5648,2022-07-15 12:38:59,Sarae Hills,Tempatnya instagramable banget...  Seolah-olah keliling dunia. Tempatnya tertata rapi dan bersih. Harga masuk terjangkau termasuk transportasi utk capai lokasi. Dianjurkan untuk datang lbh pagi atau agak sore supaya ketika berfoto tdk kepanasan. Tapi all 4 all keeerreeennnn banget...,5,1,2,2,38,tempatnya instagramable banget seolah olah keliling dunia tempatnya tertata rapi dan bersih harga masuk terjangkau termasuk transportasi untuk capai lokasi dianjurkan untuk datang lebih pagi atau agak sore supaya ketika berfoto tidak kepanasan tapi all all keeerreeennnn banget
c5842e7147b84f8f9e3ffd2f0e09cc9f,2022-06-15 12:38:59,Sarae Hills,"Tempatnyaa Bagus, Instagrammable, Hits dan pastinya Harga Terjangkau✨️
Cocok banget untuk refresing bareng orang orang Tercintaa ya guys..
Ada cafe nya jg, ada Tempat main anak, dan enaknya memiliki Tempat parkir yang luas yaa.. ngga perlu takut ngga kebagian parkir walaupun Holiday weekend👌
Weekend Tiket masuk nya aku kemarin 50 rb ya guys free minuman..
Sorry ngga semua foto soalnya kemaren daerah bandung hujan dari jam 2an 🥲 Tapi its okeee tetep Happy yaa, Btw kmrn aku kesini bareng Pak Suami🥰
Oke guys, semoga membantuu..",5,1,2,2,85,tempatnyaa bagus instagrammable hits dan pastinya harga terjangkau cocok banget untuk refresing bareng orang orang tercintaa ya guys ada cafe nya juga ada tempat main anak dan enaknya memiliki tempat parkir yang luas yaa ngga perlu takut ngga kebagian parkir walaupun holiday weekend weekend tiket masuk nya aku kemarin rb ya guys free minuman sorry ngga semua foto soalnya kemaren daerah bandung hujan dari jam 2an tapi its okeee tetep happy yaa btw kemarin aku kesini bareng pak suami oke guys semoga membantuu
bfea7affe5ba47209909fc609ae922cd,2022-09-15 12:38:59,Sarae Hills,"Tempat wisata di bandung wajib banget dikunjungi bagi wasatawan luar tepatnya di daerah punclut lembang
Untuk tiket biaya masuknya ada 2
50k sama 65k bedanya kalo yang 65k itu bisa lewat jembatan merah",5,1,1,2,33,tempat wisata di bandung wajib banget dikunjungi bagi wasatawan luar tepatnya di daerah punclut lembang untuk tiket biaya masuknya ada 50k sama 65k bedanya kalo yang 65k itu bisa lewat jembatan merah
e6859768d22e4e59a79dafa8a34ea2df,2023-01-15 12:38:59,Sarae Hills,"Kalo kesini enaknya setelah perut kenyang yaa... Dan badan fit bertenaga karna lumayan luas kelilingnya... Ada kereta odong""(?) Buat akses kebawah, sm plgnya jg bisa naik kreta odong"" jg, karna lumayan nanjak bagi yg gabiasa jalan... Untuk makanan kita gatau karna kita cmn keliling maybe +-3jam aja... Karna cuaca mendung"" dan seempet grimisss.. parkiran luass.. Lumayan lahh healing cuci mata wwkwk",5,1,2,2,61,kalo kesini enaknya setelah perut kenyang yaa dan badan fit bertenaga karna lumayan luas kelilingnya ada kereta odong buat akses kebawah sama plgnya juga bisa naik kreta odong juga karna lumayan nanjak bagi yang gabiasa jalan untuk makanan kita gatau karna kita cmn keliling maybe 3jam saja karna cuaca mendung dan seempet grimisss parkiran luass lumayan lahh healing cuci mata wwkwk
559bb1423b6c457ba4bf92c6c15be7c4,2022-03-15 12:38:59,Sarae Hills,"SANGAT SANGAT PUAS, PEMANDANGANNYA BAGUS2, MAKANANNYA ENAK(cuma agak mahal hehe). Toiletnya bersih. Harga Tiket 50RB/ORANG. Baru buka 3 bulan jadi masih bersih dan bangunannya masih pada bagus",5,1,2,2,27,sangat sangat puas pemandangannya bagus2 makanannya enak cuma agak mahal hehe toiletnya bersih harga tiket 50rb orang baru buka bulan jadi masih bersih dan bangunannya masih pada bagus
7718c3af8633499c970b0961a7db4863,2022-07-15 12:38:59,Sarae Hills,"Tempatnya sejuk, udara segar...banyak spot photo..ada miniatur patung liberty, Spinx, Santorini dll...jadi serasa keliling dunia dalam sehari",4,1,2,2,17,tempatnya sejuk udara segar banyak spot photo ada miniatur patung liberty spinx santorini dll jadi serasa keliling dunia dalam sehari
cfc9ebc77a574a93b2c53b6dc8b6e5ca,2023-01-15 12:38:59,Sarae Hills,"Kami masuk dari Resto Tafso karena bertujusn unt menikmati pemandangan dan kmd dilanjutkan ke Sarae Hills tiket masuk dari 60k-95k.  Lokasi yg cocok unt berfoto dgn latar belakang Sphinx, Eiffel Tower, Liberty, Arc de Triomphe, dsb",5,1,1,1,36,kami masuk dari resto tafso karena bertujusn unt menikmati pemandangan dan kmd dilanjutkan ke sarae hills tiket masuk dari 60k 95k lokasi yang cocok unt berfoto dengan latar belakang sphinx eiffel tower liberty arc de triomphe dsb
d2098ca7eeec4e8d8e5f9a5e5d74f7d6,2022-06-15 12:38:59,Sarae Hills,"Cocok untuk kawula muda yang ingin berfoto dengan spot luar negeri.
Masuk ke area bisa lewat jembatan, ataupun angkutan yang telah disediakan.
Naik ke area parkir cukup menguras tenaga untuk lanjut usia",4,0,1,1,32,cocok untuk kawula muda yang ingin berfoto dengan spot luar negeri masuk ke area bisa lewat jembatan ataupun angkutan yang telah disediakan naik ke area parkir cukup menguras tenaga untuk lanjut usia
35aee69a17164940b0b9087ba939ea19,2022-02-15 12:38:59,Sarae Hills,Buat emak2 yg suka selfie ini pas neh buat foto-foto...cuma harus kuat jalan kaki ya🤭hampir sama dengan GAA . Di sini buat yg pinter atau suka nyanyi boleh nyanyi sepuas nya asal nyawer buat akang sound nya🤣 …,4,1,1,2,38,buat emak2 yang suka selfie ini pas neh buat foto foto cuma harus kuat jalan kaki ya hampir sama dengan gaa di sini buat yang pinter atau suka nyanyi boleh nyanyi sepuas nya asal nyawer buat akang sound nya
a7973f15bbf0432287f0953fa0c925a5,2022-12-15 12:38:59,Sarae Hills,"Lumayan bagus tiket seharga 65rb/org including ice lemon tea/milo ice, jembatan gantung dan beberapa icon dunia ... masih dalam pembangunan",4,1,1,2,20,lumayan bagus tiket seharga 65rb org including ice lemon tea milo ice jembatan gantung dan beberapa icon dunia masih dalam pembangunan
2f1e0818b6ba4411a4aa883a08763be7,2022-03-15 12:39:00,Sarae Hills,"Tempat wisata dg konsep yga bagus, ada miniatur art the triomphe, menara eiffel, piramida mesir, colosseum roma italia, santorini, patung liberty, dll,  petugasnya jg ramah2😊 …",5,1,2,2,26,tempat wisata dg konsep yga bagus ada miniatur art the triomphe menara eiffel piramida mesir colosseum roma italia santorini patung liberty dll petugasnya juga ramah2
ae9fcea5ed5d4d36be03ed0094c987e0,2022-06-15 12:39:00,Sarae Hills,"Dah 2x kesini hehe... Tempatnya bersih, spot2 foto nya banyaakkk, puas deh foto2 disini :D mas2 mbak2 nya ramah... Saran aja kalo mau kesini jangan pas weekend, soalnya rameee bgt, Ampe susah mau foto di piramid :D",5,1,2,2,37,dah 2x kesini hehe tempatnya bersih spot2 foto nya banyaakkk puas deh foto2 disini d mas2 mbak2 nya ramah saran saja kalo mau kesini jangan pas weekend soalnya rameee banget ampe susah mau foto di piramid d
9ec8c981ffcf4cfdb1540cfdf441fa52,2022-05-15 12:39:00,Sarae Hills,"Info ya mamasnya Tempatnya masih baru buka kurang lebih 6bulanan
Untuk jembatan bru 1 bulanan
Jembatan cukup safety mungkin kl aga lama bisa diperbaharui..
Untuk tempat yg lain pemandangannya bagus banyak spot foto2 liar negri
Singapore, liberty, santorini, rome, colloseum

Tips mau dapet foto bagus minta bapak2 yg pegang stempel hasilnya oke!!",5,1,1,1,52,info ya mamasnya tempatnya masih baru buka kurang lebih 6bulanan untuk jembatan bru bulanan jembatan cukup safety mungkin kalau aga lama bisa diperbaharui untuk tempat yang lain pemandangannya bagus banyak spot foto2 liar negri singapore liberty santorini rome colloseum tips mau dapet foto bagus minta bapak2 yang pegang stempel hasilnya oke
cfc3d1320b7a471ebce26d6544cff8ab,2022-08-15 12:39:01,Sarae Hills,"Waktu kesana kebetulan lagi ada promo beli 5tiket gratis satu (50k per orang), pakai debit BCA. Tiketnya nanti ditukar sama minuman. Ada 3 pilihan lemon tea, milo, es teh manis. Gratis antar jemput pakai mobil dari pintu masuk atas ke bawah, begitu juga sebaliknya. Tempatnya luas banget. Lumayan olah raga sambil cuci mata. Danaunya indah, banyak angsanya. Tempatnya juga bersih. Banyak spot foto yang cakep-cakep. Sayang waktu itu gak sempat naik ke jembatan. Kalau jembatan tiketnya beda lagi. Bayar 20k.",5,1,1,2,80,waktu kesana kebetulan lagi ada promo beli 5tiket gratis satu 50k per orang pakai debit bca tiketnya nanti ditukar sama minuman ada pilihan lemon tea milo es teh manis gratis antar jemput pakai mobil dari pintu masuk atas ke bawah begitu juga sebaliknya tempatnya luas banget lumayan olah raga sambil cuci mata danaunya indah banyak angsanya tempatnya juga bersih banyak spot foto yang cakep cakep sayang waktu itu tidak sempat naik ke jembatan kalau jembatan tiketnya beda lagi bayar 20k
ade0613cf31440c98c3db1fc52ada8d1,2022-12-15 12:39:01,Sarae Hills,"Rekreasi keluarga wajib datang ke tempat ini, tiket saat weekend yang all in 75k/orang dan 60k/orang yang biasa. Ada music live nya juga saat weekend. Kalau kalian mau ke mesir, newyork, roma, itali dalam 1 tempat, sarae hills jawabannya",5,1,1,2,39,rekreasi keluarga wajib datang ke tempat ini tiket saat weekend yang all in 75k orang dan 60k orang yang biasa ada music live nya juga saat weekend kalau kalian mau ke mesir newyork roma itali dalam tempat sarae hills jawabannya
5d780ba90db04906a010312c2382dbd6,2022-02-15 12:39:01,Sarae Hills,"Htm Resto rata 20rb/,orang bonus softdrink
HTM SPOT Foto² 50rb/orang bonus Softdrink
Ada shuttle pulang pergi",4,1,1,1,16,htm resto rata 20rb orang bonus softdrink htm spot foto 50rb orang bonus softdrink ada shuttle pulang pergi
76f0ecd85f4b48d29e951a9e2f962075,2022-09-15 12:39:02,Sarae Hills,"Masuk kesini udah dapet 2x minuman.. pas masuk sama pas keluar, asik banget..
Spot fav ku yang jembatannya.. bagus banget pokoknya. Sangat recommended! 👍 …",5,1,1,2,25,masuk kesini sudah dapet 2x minuman pas masuk sama pas keluar asik banget spot fav ku yang jembatannya bagus banget pokoknya sangat recommended
6fef5aac66ae4d2399273b15a11fac4d,2022-03-15 12:39:03,Sarae Hills,"Bagus.. tempatnya bersih.. ada petugas yang jaga juga lumayan membantu.. bisa dimintain tolong untuk fotoin rame2 dan petugasnya sudah tau spot2 foto yg bagus.. 😁
Mantap lah pokoknya.. ngga usah jauh2 tempat mainnya.. semoga semakin bagus lagi..",5,1,2,2,37,bagus tempatnya bersih ada petugas yang jaga juga lumayan membantu bisa dimintain tolong untuk fotoin rame2 dan petugasnya sudah tau spot2 foto yang bagus mantap lah pokoknya ngga usah jauh2 tempat mainnya semoga semakin bagus lagi
89dd1ac102294bf088b75ac5ae000989,2023-01-15 12:39:03,Sarae Hills,"Tempat wisata di Dago Bandung yang kekinian dengan pemandangan lembah dan bukit  indah, hijau dan segar dimana ada istana kastil dan miniatur keajaiban/ikon dunia yang instagramabble cocok untuk segala usia mengisi liburan ..paling catatannya ialah karena jalan ke lokasi dari arah Bandung cukup curam  maka persiapkan kondisi kendaraan seoptimal dan sesehat mungkin",4,0,1,2,52,tempat wisata di dago bandung yang kekinian dengan pemandangan lembah dan bukit indah hijau dan segar dimana ada istana kastil dan miniatur keajaiban ikon dunia yang instagramabble cocok untuk segala usia mengisi liburan paling catatannya ialah karena jalan ke lokasi dari arah bandung cukup curam maka persiapkan kondisi kendaraan seoptimal dan sesehat mungkin
6903a3fa690345829636852dca3dd4e0,2022-02-15 12:39:03,Sarae Hills,Bagus buat yg suka foto foto 😁 tempatnya lumayan luas...trnyata ini satu lokasi sama cakrawala/Dago bakery Punclut.. …,5,1,1,2,18,bagus buat yang suka foto foto tempatnya lumayan luas trnyata ini satu lokasi sama cakrawala dago bakery punclut
25356a1c3d33409c9816a18faeae3c6f,2022-04-15 12:39:03,Sarae Hills,Biasa aja ya g ga waah gimana gitu.. Apalagi kalo weekend tanggal merah rame banget.. Bayar masuknya 50rb..kayanya kalo mau nikmatin nyaman disini datang hari biasa dan datang pagi hari atau sore hari.. Siang panas banget..,3,1,1,1,36,biasa saja ya g tidak waah gimana gitu apalagi kalo weekend tanggal merah rame banget bayar masuknya 50rb kayanya kalo mau nikmatin nyaman disini datang hari biasa dan datang pagi hari atau sore hari siang panas banget
f5fcbb86f98f4129bfe3cf91567d45f7,2022-02-15 12:39:03,Sarae Hills,"Sesuai nama lokasinya Sarae Hill. Sarae tempatnya..khususnya buat foto2 bersama teman2, saudara / keluarga. Cuma sebagian tempat / lokasinya msh dalam pembangunan..termasuk jembatan sarae hill yg blm rampung pengerjaannya...dari tempat qt beli karcis menuju lokasi wisata. Itu disediakan mobil khusus utk pengunjung..baik pergi maupun pulangnya dari lokasi sarae hill menuju parkiran / tempat karcis..Htm : 30 rb/,org seblm kenaikan",4,1,2,0,59,sesuai nama lokasinya sarae hill sarae tempatnya khususnya buat foto2 bersama teman2 saudara keluarga cuma sebagian tempat lokasinya masih dalam pembangunan termasuk jembatan sarae hill yang belum rampung pengerjaannya dari tempat qt beli karcis menuju lokasi wisata itu disediakan mobil khusus untuk pengunjung baik pergi maupun pulangnya dari lokasi sarae hill menuju parkiran tempat karcis htm rb org seblm kenaikan
8d1d292ca74c4230a19f01de048f7f5a,2022-06-15 12:39:03,Sarae Hills,"Ini yang katanya lagi Viral, HTM 50.000/px, jembatan gantung 15.000/px, free 1 cup lemon tea, area lumayan luas tapi disedikan shuttle car. Untuk bawa anak2 belum cocok, lebih ke instragammable untuk dewasa...",5,1,1,2,32,ini yang katanya lagi viral htm px jembatan gantung px free cup lemon tea area lumayan luas tapi disedikan shuttle car untuk bawa anak2 belum cocok lebih ke instragammable untuk dewasa
d01009aaf74b4b578e61eedde0d94de6,2022-07-15 12:39:03,Sarae Hills,Bagus. Lumayan luas. Ada free shuttle utk antar jemput dr pintu masuk kawasan wisata punclut ke lokasi sarae hills. HTM 50rb. Utk naik jembatan hrs bayar lagi. Best time to visit sekitar jam 3an biar ga panas mentereng.,5,1,1,2,38,bagus lumayan luas ada free shuttle untuk antar jemput dari pintu masuk kawasan wisata punclut ke lokasi sarae hills htm 50rb untuk naik jembatan hrs bayar lagi best time to visit sekitar jam 3an biar tidak panas mentereng
b2b1bc6f40e146809e2a69e5a2d1a736,2022-10-15 12:39:03,Sarae Hills,"Tempat yang nyaman buat yg seneng Foto-foto.. Ada jembatan gantung, ada miniatur icon beberapa negara.. Ntar pas masuk dpt paspor untuk distamp disetiap wahana.. 😁😁",5,1,1,2,25,tempat yang nyaman buat yang seneng foto foto ada jembatan gantung ada miniatur icon beberapa negara ntar pas masuk dapat paspor untuk distamp disetiap wahana
6fa4a3482a3746c4b3698c8391d99bfe,2022-02-15 12:39:03,Sarae Hills,"30 Desember 2021

Ini tu tempatnya masih msih dalam tahap pengembangan,,,cuman dah ad bbrpa yg bisa dpke buat foto2
Pintu masuk nya sma dgan kawasan punclut..
Siapkan fisik yak...wlwpun ad shuttle buat naik trun bukit...tp ttep aj ad jlan yg nanjak..
Ad bnyak guide yg jaga dan ramah2 kok...
Minta tolong buat fotoin jga siap..malah suka nawarin..
Ttep jaga prokes yak...",5,1,2,1,61,desember ini tu tempatnya masih msih dalam tahap pengembangan cuman dah ad bbrpa yang bisa dpke buat foto2 pintu masuk nya sma dgan kawasan punclut siapkan fisik yak wlwpun ad shuttle buat naik trun bukit tapi ttep aj ad jlan yang nanjak ad bnyak guide yang jaga dan ramah2 kok minta tolong buat fotoin jga siap malah suka nawarin ttep jaga prokes yak
6d066a9133a148f2aa9fa6885066fbbf,2023-02-08 12:39:03,Sarae Hills,"Tempat wisata disuatu lembah dan bukit bercerita tentang bangunan2 terkenal di benua Eropa,Afrika dan Asia.Keren banget...membawa kita ke berbagai negara dalam satu waktu...keren banget..Spinx,Santorini,menara Pisa dll
Wisata sambil olah raga..setelahnya lapar kita bisa menikmati kuliner yang ada Didaerah tersebut.",5,1,1,2,39,tempat wisata disuatu lembah dan bukit bercerita tentang bangunan2 terkenal di benua eropa afrika dan asia keren banget membawa kita ke berbagai negara dalam satu waktu keren banget spinx santorini menara pisa dll wisata sambil olah raga setelahnya lapar kita bisa menikmati kuliner yang ada didaerah tersebut
3de951d197f74ed9bea37e37d629552d,2023-02-08 12:39:04,Sarae Hills,"Tempatnya luas dan bagus banget sumpah, harus kesini pagi"" biar puas bisa explore kesemua tempat, banyak banget tempat"" yg bisa dijadiin spot foto 🥰😊",5,1,1,2,24,tempatnya luas dan bagus banget sumpah harus kesini pagi biar puas bisa explore kesemua tempat banyak banget tempat yang bisa dijadiin spot foto
2015b848c6ea43fc8e59be55b3dfd495,2022-02-15 12:39:04,Sarae Hills,"Bagus banget👍👍🤩
Berasa keliling dunia klo jalan"" Kesini woy
Cobain deh ke sana ga bakal nyesel lo, murah cuma tiket 50k kamu uda bisa nikmati semua tempat nya
Kecuali mkn ya😁",5,1,1,2,31,bagus banget berasa keliling dunia kalau jalan kesini woy cobain deh ke sana tidak bakal nyesel lo murah cuma tiket 50k kamu uda bisa nikmati semua tempat nya kecuali mkn ya
b3e0c27fe79146a0b335f65a9679be0b,2022-05-15 12:39:04,Sarae Hills,"Kesini d akhir pekan usai lebaran
Rame bgt
Bks-Bandung
Cm mau ke sarae hills
Thn lalu kesini blm ada
Tmpt'a bagus,klo sejuk mah gak usah d tnya yaa
Tp sedih pas plng helm'a hilang
Tmpt penitipan helm'a trlalu kecil
Mlah plng ke Bekasi 😭",5,1,0,1,44,kesini d akhir pekan usai lebaran rame banget bks bandung cm mau ke sarae hills thn lalu kesini belum ada tmpt a bagus kalau sejuk mah tidak usah d tnya yaa tapi sedih pas plng helm a hilang tmpt penitipan helm a trlalu kecil mlah plng ke bekasi
